OID_,VALUE,MZ,ZONE_NAME,ESP2,ESP_Name,ESP_LF,ESPLF_Name,R,G,B,Red,Green,Blue
,19054,48,Cumberland Highlands,1376,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,3,Upland Shrub,222,153,122,0.870588,0.6,0.478431
,19055,48,Cumberland Highlands,1376,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,4,Upland Woodland,222,153,122,0.870588,0.6,0.478431
,19056,48,Cumberland Highlands,1376,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,5,Upland Forest,222,153,122,0.870588,0.6,0.478431
,19057,48,Cumberland Highlands,1376,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,7,Wetland Forest,222,153,122,0.870588,0.6,0.478431
,19058,48,Cumberland Highlands,1376,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,8,Wetland Shrub,222,153,122,0.870588,0.6,0.478431
,19059,48,Cumberland Highlands,1376,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,9,Wetland Herb,222,153,122,0.870588,0.6,0.478431
,19060,48,Cumberland Highlands,1397,Nashville Basin Limestone Glade and Woodland,0,Undetermined,242,242,82,0.94902,0.94902,0.321569
,19061,48,Cumberland Highlands,1397,Nashville Basin Limestone Glade and Woodland,2,Upland Herb,242,242,82,0.94902,0.94902,0.321569
,19062,48,Cumberland Highlands,1397,Nashville Basin Limestone Glade and Woodland,3,Upland Shrub,242,242,82,0.94902,0.94902,0.321569
,19063,48,Cumberland Highlands,1397,Nashville Basin Limestone Glade and Woodland,4,Upland Woodland,242,242,82,0.94902,0.94902,0.321569
,19064,48,Cumberland Highlands,1397,Nashville Basin Limestone Glade and Woodland,5,Upland Forest,242,242,82,0.94902,0.94902,0.321569
,19065,48,Cumberland Highlands,1397,Nashville Basin Limestone Glade and Woodland,7,Wetland Forest,242,242,82,0.94902,0.94902,0.321569
,19066,48,Cumberland Highlands,1397,Nashville Basin Limestone Glade and Woodland,8,Wetland Shrub,242,242,82,0.94902,0.94902,0.321569
,19067,48,Cumberland Highlands,1397,Nashville Basin Limestone Glade and Woodland,9,Wetland Herb,242,242,82,0.94902,0.94902,0.321569
,19068,48,Cumberland Highlands,1398,Cumberland Sandstone Glade and Barrens,0,Undetermined,232,95,21,0.909804,0.372549,0.082353
,19069,48,Cumberland Highlands,1398,Cumberland Sandstone Glade and Barrens,2,Upland Herb,232,95,21,0.909804,0.372549,0.082353
,19070,48,Cumberland Highlands,1398,Cumberland Sandstone Glade and Barrens,4,Upland Woodland,232,95,21,0.909804,0.372549,0.082353
,19071,48,Cumberland Highlands,1398,Cumberland Sandstone Glade and Barrens,5,Upland Forest,232,95,21,0.909804,0.372549,0.082353
,19072,48,Cumberland Highlands,1398,Cumberland Sandstone Glade and Barrens,7,Wetland Forest,232,95,21,0.909804,0.372549,0.082353
,19073,48,Cumberland Highlands,1398,Cumberland Sandstone Glade and Barrens,8,Wetland Shrub,232,95,21,0.909804,0.372549,0.082353
,19074,48,Cumberland Highlands,1398,Cumberland Sandstone Glade and Barrens,9,Wetland Herb,232,95,21,0.909804,0.372549,0.082353
,19075,48,Cumberland Highlands,1401,Central Interior Highlands Calcareous Glade and Barrens,0,Undetermined,255,235,20,1,0.921569,0.078431
,19076,48,Cumberland Highlands,1401,Central Interior Highlands Calcareous Glade and Barrens,2,Upland Herb,255,235,20,1,0.921569,0.078431
,19077,48,Cumberland Highlands,1401,Central Interior Highlands Calcareous Glade and Barrens,3,Upland Shrub,255,235,20,1,0.921569,0.078431
,19078,48,Cumberland Highlands,1401,Central Interior Highlands Calcareous Glade and Barrens,4,Upland Woodland,255,235,20,1,0.921569,0.078431
,19079,48,Cumberland Highlands,1401,Central Interior Highlands Calcareous Glade and Barrens,5,Upland Forest,255,235,20,1,0.921569,0.078431
,19080,48,Cumberland Highlands,1401,Central Interior Highlands Calcareous Glade and Barrens,7,Wetland Forest,255,235,20,1,0.921569,0.078431
,19081,48,Cumberland Highlands,1401,Central Interior Highlands Calcareous Glade and Barrens,8,Wetland Shrub,255,235,20,1,0.921569,0.078431
,19082,48,Cumberland Highlands,1401,Central Interior Highlands Calcareous Glade and Barrens,9,Wetland Herb,255,235,20,1,0.921569,0.078431
,19083,48,Cumberland Highlands,1408,Alabama Ketona Glade and Woodland,0,Undetermined,242,245,41,0.94902,0.960784,0.160784
,19084,48,Cumberland Highlands,1408,Alabama Ketona Glade and Woodland,2,Upland Herb,242,245,41,0.94902,0.960784,0.160784
,19085,48,Cumberland Highlands,1408,Alabama Ketona Glade and Woodland,3,Upland Shrub,242,245,41,0.94902,0.960784,0.160784
,19086,48,Cumberland Highlands,1408,Alabama Ketona Glade and Woodland,4,Upland Woodland,242,245,41,0.94902,0.960784,0.160784
,19087,48,Cumberland Highlands,1408,Alabama Ketona Glade and Woodland,5,Upland Forest,242,245,41,0.94902,0.960784,0.160784
,19088,48,Cumberland Highlands,1408,Alabama Ketona Glade and Woodland,7,Wetland Forest,242,245,41,0.94902,0.960784,0.160784
,19089,48,Cumberland Highlands,1408,Alabama Ketona Glade and Woodland,9,Wetland Herb,242,245,41,0.94902,0.960784,0.160784
,19090,48,Cumberland Highlands,1416,Western Highland Rim Prairie and Barrens,0,Undetermined,242,237,168,0.94902,0.929412,0.658824
,19091,48,Cumberland Highlands,1417,Eastern Highland Rim Prairie and Barrens,0,Undetermined,252,252,186,0.988235,0.988235,0.729412
,19092,48,Cumberland Highlands,1417,Eastern Highland Rim Prairie and Barrens,2,Upland Herb,252,252,186,0.988235,0.988235,0.729412
,19093,48,Cumberland Highlands,1417,Eastern Highland Rim Prairie and Barrens,3,Upland Shrub,252,252,186,0.988235,0.988235,0.729412
,19094,48,Cumberland Highlands,1417,Eastern Highland Rim Prairie and Barrens,4,Upland Woodland,252,252,186,0.988235,0.988235,0.729412
,19095,48,Cumberland Highlands,1417,Eastern Highland Rim Prairie and Barrens,5,Upland Forest,252,252,186,0.988235,0.988235,0.729412
,19096,48,Cumberland Highlands,1417,Eastern Highland Rim Prairie and Barrens,7,Wetland Forest,252,252,186,0.988235,0.988235,0.729412
,19097,48,Cumberland Highlands,1417,Eastern Highland Rim Prairie and Barrens,8,Wetland Shrub,252,252,186,0.988235,0.988235,0.729412
,19098,48,Cumberland Highlands,1417,Eastern Highland Rim Prairie and Barrens,9,Wetland Herb,252,252,186,0.988235,0.988235,0.729412
,19099,48,Cumberland Highlands,1430,Southern Coastal Plain Blackland Prairie and Woodland,5,Upland Forest,255,142,107,1,0.556863,0.419608
,19100,48,Cumberland Highlands,1455,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,0,Undetermined,77,33,156,0.301961,0.129412,0.611765
,19101,48,Cumberland Highlands,1455,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,5,Upland Forest,77,33,156,0.301961,0.129412,0.611765
,19102,48,Cumberland Highlands,1455,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,7,Wetland Forest,77,33,156,0.301961,0.129412,0.611765
,19103,48,Cumberland Highlands,1457,South-Central Interior/Upper Coastal Plain Wet Flatwoods,0,Undetermined,186,237,38,0.729412,0.929412,0.14902
,19104,48,Cumberland Highlands,1457,South-Central Interior/Upper Coastal Plain Wet Flatwoods,2,Upland Herb,186,237,38,0.729412,0.929412,0.14902
,19105,48,Cumberland Highlands,1457,South-Central Interior/Upper Coastal Plain Wet Flatwoods,3,Upland Shrub,186,237,38,0.729412,0.929412,0.14902
,19106,48,Cumberland Highlands,1457,South-Central Interior/Upper Coastal Plain Wet Flatwoods,4,Upland Woodland,186,237,38,0.729412,0.929412,0.14902
,19107,48,Cumberland Highlands,1457,South-Central Interior/Upper Coastal Plain Wet Flatwoods,5,Upland Forest,186,237,38,0.729412,0.929412,0.14902
,19108,48,Cumberland Highlands,1457,South-Central Interior/Upper Coastal Plain Wet Flatwoods,7,Wetland Forest,186,237,38,0.729412,0.929412,0.14902
,19109,48,Cumberland Highlands,1457,South-Central Interior/Upper Coastal Plain Wet Flatwoods,8,Wetland Shrub,186,237,38,0.729412,0.929412,0.14902
,19110,48,Cumberland Highlands,1457,South-Central Interior/Upper Coastal Plain Wet Flatwoods,9,Wetland Herb,186,237,38,0.729412,0.929412,0.14902
,19111,48,Cumberland Highlands,1471,Central Interior and Appalachian Floodplain Systems,0,Undetermined,0,191,176,0,0.74902,0.690196
,19112,48,Cumberland Highlands,1471,Central Interior and Appalachian Floodplain Systems,2,Upland Herb,0,191,176,0,0.74902,0.690196
,19113,48,Cumberland Highlands,1471,Central Interior and Appalachian Floodplain Systems,3,Upland Shrub,0,191,176,0,0.74902,0.690196
,19114,48,Cumberland Highlands,1471,Central Interior and Appalachian Floodplain Systems,4,Upland Woodland,0,191,176,0,0.74902,0.690196
,19115,48,Cumberland Highlands,1471,Central Interior and Appalachian Floodplain Systems,5,Upland Forest,0,191,176,0,0.74902,0.690196
,19116,48,Cumberland Highlands,1471,Central Interior and Appalachian Floodplain Systems,6,Wetland Shrub-Herb,0,191,176,0,0.74902,0.690196
,19117,48,Cumberland Highlands,1471,Central Interior and Appalachian Floodplain Systems,7,Wetland Forest,0,191,176,0,0.74902,0.690196
,19118,48,Cumberland Highlands,1471,Central Interior and Appalachian Floodplain Systems,8,Wetland Shrub,0,191,176,0,0.74902,0.690196
,19119,48,Cumberland Highlands,1471,Central Interior and Appalachian Floodplain Systems,9,Wetland Herb,0,191,176,0,0.74902,0.690196
,19120,48,Cumberland Highlands,1472,Central Interior and Appalachian Riparian Systems,0,Undetermined,36,255,20,0.141176,1,0.078431
,19121,48,Cumberland Highlands,1472,Central Interior and Appalachian Riparian Systems,2,Upland Herb,36,255,20,0.141176,1,0.078431
,19122,48,Cumberland Highlands,1472,Central Interior and Appalachian Riparian Systems,3,Upland Shrub,36,255,20,0.141176,1,0.078431
,19123,48,Cumberland Highlands,1472,Central Interior and Appalachian Riparian Systems,4,Upland Woodland,36,255,20,0.141176,1,0.078431
,19124,48,Cumberland Highlands,1472,Central Interior and Appalachian Riparian Systems,5,Upland Forest,36,255,20,0.141176,1,0.078431
,19125,48,Cumberland Highlands,1472,Central Interior and Appalachian Riparian Systems,6,Wetland Shrub-Herb,36,255,20,0.141176,1,0.078431
,19126,48,Cumberland Highlands,1472,Central Interior and Appalachian Riparian Systems,7,Wetland Forest,36,255,20,0.141176,1,0.078431
,19127,48,Cumberland Highlands,1472,Central Interior and Appalachian Riparian Systems,8,Wetland Shrub,36,255,20,0.141176,1,0.078431
,19128,48,Cumberland Highlands,1472,Central Interior and Appalachian Riparian Systems,9,Wetland Herb,36,255,20,0.141176,1,0.078431
,19129,48,Cumberland Highlands,1473,Gulf and Atlantic Coastal Plain Floodplain Systems,0,Undetermined,102,119,205,0.4,0.466667,0.803922
,19130,48,Cumberland Highlands,1473,Gulf and Atlantic Coastal Plain Floodplain Systems,2,Upland Herb,102,119,205,0.4,0.466667,0.803922
,19131,48,Cumberland Highlands,1473,Gulf and Atlantic Coastal Plain Floodplain Systems,4,Upland Woodland,102,119,205,0.4,0.466667,0.803922
,19132,48,Cumberland Highlands,1473,Gulf and Atlantic Coastal Plain Floodplain Systems,5,Upland Forest,102,119,205,0.4,0.466667,0.803922
,19133,48,Cumberland Highlands,1473,Gulf and Atlantic Coastal Plain Floodplain Systems,6,Wetland Shrub-Herb,102,119,205,0.4,0.466667,0.803922
,19134,48,Cumberland Highlands,1473,Gulf and Atlantic Coastal Plain Floodplain Systems,7,Wetland Forest,102,119,205,0.4,0.466667,0.803922
,19135,48,Cumberland Highlands,1473,Gulf and Atlantic Coastal Plain Floodplain Systems,8,Wetland Shrub,102,119,205,0.4,0.466667,0.803922
,19136,48,Cumberland Highlands,1474,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,0,Undetermined,171,185,235,0.670588,0.72549,0.921569
,19137,48,Cumberland Highlands,1474,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,2,Upland Herb,171,185,235,0.670588,0.72549,0.921569
,19138,48,Cumberland Highlands,1474,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,3,Upland Shrub,171,185,235,0.670588,0.72549,0.921569
,19139,48,Cumberland Highlands,1474,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,4,Upland Woodland,171,185,235,0.670588,0.72549,0.921569
,19140,48,Cumberland Highlands,1474,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,5,Upland Forest,171,185,235,0.670588,0.72549,0.921569
,19141,48,Cumberland Highlands,1474,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,6,Wetland Shrub-Herb,171,185,235,0.670588,0.72549,0.921569
,19142,48,Cumberland Highlands,1474,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,7,Wetland Forest,171,185,235,0.670588,0.72549,0.921569
,19143,48,Cumberland Highlands,1474,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,8,Wetland Shrub,171,185,235,0.670588,0.72549,0.921569
,19144,48,Cumberland Highlands,1474,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,9,Wetland Herb,171,185,235,0.670588,0.72549,0.921569
,19145,48,Cumberland Highlands,1479,Central Interior and Appalachian Swamp Systems,0,Undetermined,207,61,255,0.811765,0.239216,1
,19146,48,Cumberland Highlands,1479,Central Interior and Appalachian Swamp Systems,2,Upland Herb,207,61,255,0.811765,0.239216,1
,19147,48,Cumberland Highlands,1479,Central Interior and Appalachian Swamp Systems,3,Upland Shrub,207,61,255,0.811765,0.239216,1
,19148,48,Cumberland Highlands,1479,Central Interior and Appalachian Swamp Systems,4,Upland Woodland,207,61,255,0.811765,0.239216,1
,19149,48,Cumberland Highlands,1479,Central Interior and Appalachian Swamp Systems,5,Upland Forest,207,61,255,0.811765,0.239216,1
,19150,48,Cumberland Highlands,1479,Central Interior and Appalachian Swamp Systems,6,Wetland Shrub-Herb,207,61,255,0.811765,0.239216,1
,19151,48,Cumberland Highlands,1479,Central Interior and Appalachian Swamp Systems,7,Wetland Forest,207,61,255,0.811765,0.239216,1
,19152,48,Cumberland Highlands,1479,Central Interior and Appalachian Swamp Systems,8,Wetland Shrub,207,61,255,0.811765,0.239216,1
,19153,48,Cumberland Highlands,1479,Central Interior and Appalachian Swamp Systems,9,Wetland Herb,207,61,255,0.811765,0.239216,1
,19154,48,Cumberland Highlands,1480,Gulf and Atlantic Coastal Plain Swamp Systems,0,Undetermined,102,212,179,0.4,0.831373,0.701961
,19155,48,Cumberland Highlands,1480,Gulf and Atlantic Coastal Plain Swamp Systems,4,Upland Woodland,102,212,179,0.4,0.831373,0.701961
,19156,48,Cumberland Highlands,1480,Gulf and Atlantic Coastal Plain Swamp Systems,5,Upland Forest,102,212,179,0.4,0.831373,0.701961
,19157,48,Cumberland Highlands,1480,Gulf and Atlantic Coastal Plain Swamp Systems,7,Wetland Forest,102,212,179,0.4,0.831373,0.701961
,19158,48,Cumberland Highlands,1480,Gulf and Atlantic Coastal Plain Swamp Systems,9,Wetland Herb,102,212,179,0.4,0.831373,0.701961
,19159,48,Cumberland Highlands,1509,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,5,Upland Forest,0,107,82,0,0.419608,0.321569
,19160,48,Cumberland Highlands,1509,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,9,Wetland Herb,0,107,82,0,0.419608,0.321569
,12245,49,Central Till Plains,11,Open Water,0,Undetermined,0,92,230,0,0.360784,0.901961
,12246,49,Central Till Plains,11,Open Water,2,Upland Herb,0,92,230,0,0.360784,0.901961
,12247,49,Central Till Plains,11,Open Water,3,Upland Shrub,0,92,230,0,0.360784,0.901961
,12248,49,Central Till Plains,11,Open Water,4,Upland Woodland,0,92,230,0,0.360784,0.901961
,12249,49,Central Till Plains,11,Open Water,5,Upland Forest,0,92,230,0,0.360784,0.901961
,12250,49,Central Till Plains,11,Open Water,6,Wetland Shrub-Herb,0,92,230,0,0.360784,0.901961
,12251,49,Central Till Plains,11,Open Water,7,Wetland Forest,0,92,230,0,0.360784,0.901961
,12252,49,Central Till Plains,11,Open Water,8,Wetland Shrub,0,92,230,0,0.360784,0.901961
,12253,49,Central Till Plains,11,Open Water,9,Wetland Herb,0,92,230,0,0.360784,0.901961
,12254,49,Central Till Plains,31,Barren-Rock/Sand/Clay,0,Undetermined,0,0,0,0,0,0
,12255,49,Central Till Plains,31,Barren-Rock/Sand/Clay,2,Upland Herb,0,0,0,0,0,0
,12256,49,Central Till Plains,31,Barren-Rock/Sand/Clay,4,Upland Woodland,0,0,0,0,0,0
,12257,49,Central Till Plains,31,Barren-Rock/Sand/Clay,5,Upland Forest,0,0,0,0,0,0
,12258,49,Central Till Plains,31,Barren-Rock/Sand/Clay,6,Wetland Shrub-Herb,0,0,0,0,0,0
,12259,49,Central Till Plains,31,Barren-Rock/Sand/Clay,7,Wetland Forest,0,0,0,0,0,0
,12260,49,Central Till Plains,31,Barren-Rock/Sand/Clay,8,Wetland Shrub,0,0,0,0,0,0
,12261,49,Central Till Plains,31,Barren-Rock/Sand/Clay,9,Wetland Herb,0,0,0,0,0,0
,12262,49,Central Till Plains,1302,Laurentian-Acadian Northern Hardwoods Forest,0,Undetermined,76,230,0,0.298039,0.901961,0
,12263,49,Central Till Plains,1302,Laurentian-Acadian Northern Hardwoods Forest,4,Upland Woodland,76,230,0,0.298039,0.901961,0
,12264,49,Central Till Plains,1304,Ozark-Ouachita Dry-Mesic Oak Forest,0,Undetermined,115,115,0,0.45098,0.45098,0
,12265,49,Central Till Plains,1304,Ozark-Ouachita Dry-Mesic Oak Forest,2,Upland Herb,115,115,0,0.45098,0.45098,0
,12266,49,Central Till Plains,1304,Ozark-Ouachita Dry-Mesic Oak Forest,4,Upland Woodland,115,115,0,0.45098,0.45098,0
,12267,49,Central Till Plains,1304,Ozark-Ouachita Dry-Mesic Oak Forest,5,Upland Forest,115,115,0,0.45098,0.45098,0
,12268,49,Central Till Plains,1304,Ozark-Ouachita Dry-Mesic Oak Forest,6,Wetland Shrub-Herb,115,115,0,0.45098,0.45098,0
,12269,49,Central Till Plains,1304,Ozark-Ouachita Dry-Mesic Oak Forest,7,Wetland Forest,115,115,0,0.45098,0.45098,0
,12270,49,Central Till Plains,1304,Ozark-Ouachita Dry-Mesic Oak Forest,8,Wetland Shrub,115,115,0,0.45098,0.45098,0
,12271,49,Central Till Plains,1304,Ozark-Ouachita Dry-Mesic Oak Forest,9,Wetland Herb,115,115,0,0.45098,0.45098,0
,12272,49,Central Till Plains,1305,Southern Interior Low Plateau Dry-Mesic Oak Forest,0,Undetermined,184,156,33,0.721569,0.611765,0.129412
,12273,49,Central Till Plains,1305,Southern Interior Low Plateau Dry-Mesic Oak Forest,2,Upland Herb,184,156,33,0.721569,0.611765,0.129412
,12274,49,Central Till Plains,1305,Southern Interior Low Plateau Dry-Mesic Oak Forest,4,Upland Woodland,184,156,33,0.721569,0.611765,0.129412
,12275,49,Central Till Plains,1305,Southern Interior Low Plateau Dry-Mesic Oak Forest,5,Upland Forest,184,156,33,0.721569,0.611765,0.129412
,12276,49,Central Till Plains,1305,Southern Interior Low Plateau Dry-Mesic Oak Forest,7,Wetland Forest,184,156,33,0.721569,0.611765,0.129412
,12277,49,Central Till Plains,1305,Southern Interior Low Plateau Dry-Mesic Oak Forest,8,Wetland Shrub,184,156,33,0.721569,0.611765,0.129412
,12278,49,Central Till Plains,1305,Southern Interior Low Plateau Dry-Mesic Oak Forest,9,Wetland Herb,184,156,33,0.721569,0.611765,0.129412
,12279,49,Central Till Plains,1310,North-Central Interior Dry-Mesic Oak Forest and Woodland,0,Undetermined,176,163,222,0.690196,0.639216,0.870588
,12280,49,Central Till Plains,1310,North-Central Interior Dry-Mesic Oak Forest and Woodland,2,Upland Herb,176,163,222,0.690196,0.639216,0.870588
,12281,49,Central Till Plains,1310,North-Central Interior Dry-Mesic Oak Forest and Woodland,3,Upland Shrub,176,163,222,0.690196,0.639216,0.870588
,12282,49,Central Till Plains,1310,North-Central Interior Dry-Mesic Oak Forest and Woodland,4,Upland Woodland,176,163,222,0.690196,0.639216,0.870588
,12283,49,Central Till Plains,1310,North-Central Interior Dry-Mesic Oak Forest and Woodland,5,Upland Forest,176,163,222,0.690196,0.639216,0.870588
,12284,49,Central Till Plains,1310,North-Central Interior Dry-Mesic Oak Forest and Woodland,6,Wetland Shrub-Herb,176,163,222,0.690196,0.639216,0.870588
,12285,49,Central Till Plains,1310,North-Central Interior Dry-Mesic Oak Forest and Woodland,7,Wetland Forest,176,163,222,0.690196,0.639216,0.870588
,12286,49,Central Till Plains,1310,North-Central Interior Dry-Mesic Oak Forest and Woodland,8,Wetland Shrub,176,163,222,0.690196,0.639216,0.870588
,12287,49,Central Till Plains,1310,North-Central Interior Dry-Mesic Oak Forest and Woodland,9,Wetland Herb,176,163,222,0.690196,0.639216,0.870588
,12288,49,Central Till Plains,1311,North-Central Interior Dry Oak Forest and Woodland,0,Undetermined,179,207,143,0.701961,0.811765,0.560784
,12289,49,Central Till Plains,1311,North-Central Interior Dry Oak Forest and Woodland,2,Upland Herb,179,207,143,0.701961,0.811765,0.560784
,12290,49,Central Till Plains,1311,North-Central Interior Dry Oak Forest and Woodland,3,Upland Shrub,179,207,143,0.701961,0.811765,0.560784
,12291,49,Central Till Plains,1311,North-Central Interior Dry Oak Forest and Woodland,4,Upland Woodland,179,207,143,0.701961,0.811765,0.560784
,12292,49,Central Till Plains,1311,North-Central Interior Dry Oak Forest and Woodland,5,Upland Forest,179,207,143,0.701961,0.811765,0.560784
,12293,49,Central Till Plains,1311,North-Central Interior Dry Oak Forest and Woodland,6,Wetland Shrub-Herb,179,207,143,0.701961,0.811765,0.560784
,12294,49,Central Till Plains,1311,North-Central Interior Dry Oak Forest and Woodland,7,Wetland Forest,179,207,143,0.701961,0.811765,0.560784
,12295,49,Central Till Plains,1311,North-Central Interior Dry Oak Forest and Woodland,8,Wetland Shrub,179,207,143,0.701961,0.811765,0.560784
,12296,49,Central Till Plains,1311,North-Central Interior Dry Oak Forest and Woodland,9,Wetland Herb,179,207,143,0.701961,0.811765,0.560784
,12297,49,Central Till Plains,1313,North-Central Interior Beech-Maple Forest,0,Undetermined,0,156,44,0,0.611765,0.172549
,12298,49,Central Till Plains,1313,North-Central Interior Beech-Maple Forest,2,Upland Herb,0,156,44,0,0.611765,0.172549
,12299,49,Central Till Plains,1313,North-Central Interior Beech-Maple Forest,3,Upland Shrub,0,156,44,0,0.611765,0.172549
,12300,49,Central Till Plains,1313,North-Central Interior Beech-Maple Forest,4,Upland Woodland,0,156,44,0,0.611765,0.172549
,12301,49,Central Till Plains,1313,North-Central Interior Beech-Maple Forest,5,Upland Forest,0,156,44,0,0.611765,0.172549
,12302,49,Central Till Plains,1313,North-Central Interior Beech-Maple Forest,6,Wetland Shrub-Herb,0,156,44,0,0.611765,0.172549
,12303,49,Central Till Plains,1313,North-Central Interior Beech-Maple Forest,7,Wetland Forest,0,156,44,0,0.611765,0.172549
,12304,49,Central Till Plains,1313,North-Central Interior Beech-Maple Forest,8,Wetland Shrub,0,156,44,0,0.611765,0.172549
,12305,49,Central Till Plains,1313,North-Central Interior Beech-Maple Forest,9,Wetland Herb,0,156,44,0,0.611765,0.172549
,12306,49,Central Till Plains,1314,North-Central Interior Maple-Basswood Forest,0,Undetermined,237,161,102,0.929412,0.631373,0.4
,12307,49,Central Till Plains,1314,North-Central Interior Maple-Basswood Forest,2,Upland Herb,237,161,102,0.929412,0.631373,0.4
,12308,49,Central Till Plains,1314,North-Central Interior Maple-Basswood Forest,3,Upland Shrub,237,161,102,0.929412,0.631373,0.4
,12309,49,Central Till Plains,1314,North-Central Interior Maple-Basswood Forest,4,Upland Woodland,237,161,102,0.929412,0.631373,0.4
,12310,49,Central Till Plains,1314,North-Central Interior Maple-Basswood Forest,5,Upland Forest,237,161,102,0.929412,0.631373,0.4
,12311,49,Central Till Plains,1314,North-Central Interior Maple-Basswood Forest,6,Wetland Shrub-Herb,237,161,102,0.929412,0.631373,0.4
,12312,49,Central Till Plains,1314,North-Central Interior Maple-Basswood Forest,7,Wetland Forest,237,161,102,0.929412,0.631373,0.4
,12313,49,Central Till Plains,1314,North-Central Interior Maple-Basswood Forest,8,Wetland Shrub,237,161,102,0.929412,0.631373,0.4
,12314,49,Central Till Plains,1314,North-Central Interior Maple-Basswood Forest,9,Wetland Herb,237,161,102,0.929412,0.631373,0.4
,12315,49,Central Till Plains,1321,South-Central Interior Mesophytic Forest,0,Undetermined,71,135,148,0.278431,0.529412,0.580392
,12316,49,Central Till Plains,1321,South-Central Interior Mesophytic Forest,2,Upland Herb,71,135,148,0.278431,0.529412,0.580392
,12317,49,Central Till Plains,1321,South-Central Interior Mesophytic Forest,3,Upland Shrub,71,135,148,0.278431,0.529412,0.580392
,12318,49,Central Till Plains,1321,South-Central Interior Mesophytic Forest,4,Upland Woodland,71,135,148,0.278431,0.529412,0.580392
,12319,49,Central Till Plains,1321,South-Central Interior Mesophytic Forest,5,Upland Forest,71,135,148,0.278431,0.529412,0.580392
,12320,49,Central Till Plains,1321,South-Central Interior Mesophytic Forest,6,Wetland Shrub-Herb,71,135,148,0.278431,0.529412,0.580392
,12321,49,Central Till Plains,1321,South-Central Interior Mesophytic Forest,7,Wetland Forest,71,135,148,0.278431,0.529412,0.580392
,12322,49,Central Till Plains,1321,South-Central Interior Mesophytic Forest,8,Wetland Shrub,71,135,148,0.278431,0.529412,0.580392
,12323,49,Central Till Plains,1321,South-Central Interior Mesophytic Forest,9,Wetland Herb,71,135,148,0.278431,0.529412,0.580392
,12324,49,Central Till Plains,1326,South-Central Interior/Upper Coastal Plain Flatwoods,0,Undetermined,156,237,38,0.611765,0.929412,0.14902
,12325,49,Central Till Plains,1326,South-Central Interior/Upper Coastal Plain Flatwoods,2,Upland Herb,156,237,38,0.611765,0.929412,0.14902
,12326,49,Central Till Plains,1326,South-Central Interior/Upper Coastal Plain Flatwoods,4,Upland Woodland,156,237,38,0.611765,0.929412,0.14902
,12327,49,Central Till Plains,1326,South-Central Interior/Upper Coastal Plain Flatwoods,5,Upland Forest,156,237,38,0.611765,0.929412,0.14902
,12328,49,Central Till Plains,1326,South-Central Interior/Upper Coastal Plain Flatwoods,6,Wetland Shrub-Herb,156,237,38,0.611765,0.929412,0.14902
,12329,49,Central Till Plains,1326,South-Central Interior/Upper Coastal Plain Flatwoods,7,Wetland Forest,156,237,38,0.611765,0.929412,0.14902
,12330,49,Central Till Plains,1326,South-Central Interior/Upper Coastal Plain Flatwoods,8,Wetland Shrub,156,237,38,0.611765,0.929412,0.14902
,12331,49,Central Till Plains,1326,South-Central Interior/Upper Coastal Plain Flatwoods,9,Wetland Herb,156,237,38,0.611765,0.929412,0.14902
,12332,49,Central Till Plains,1362,Laurentian-Acadian Northern Pine(-Oak) Forest,7,Wetland Forest,255,191,191,1,0.74902,0.74902
,12333,49,Central Till Plains,1363,Central Interior Highlands Dry Acidic Glade and Barrens,0,Undetermined,229,38,0,0.898039,0.14902,0
,12334,49,Central Till Plains,1363,Central Interior Highlands Dry Acidic Glade and Barrens,2,Upland Herb,229,38,0,0.898039,0.14902,0
,12335,49,Central Till Plains,1363,Central Interior Highlands Dry Acidic Glade and Barrens,4,Upland Woodland,229,38,0,0.898039,0.14902,0
,12336,49,Central Till Plains,1363,Central Interior Highlands Dry Acidic Glade and Barrens,5,Upland Forest,229,38,0,0.898039,0.14902,0
,12337,49,Central Till Plains,1363,Central Interior Highlands Dry Acidic Glade and Barrens,6,Wetland Shrub-Herb,229,38,0,0.898039,0.14902,0
,12338,49,Central Till Plains,1363,Central Interior Highlands Dry Acidic Glade and Barrens,7,Wetland Forest,229,38,0,0.898039,0.14902,0
